"Time","Angelo South Meadow Air Temp Avg degC","Angelo South Meadow Relative Humidity Avg %","Blue Oak Ranch Air Temp Avg degC","Blue Oak Ranch Relative Humidity Avg %","Bodega Air Temp Avg degC","Bodega Relative Humidity Avg %","Hastings Air Temp Avg degC","Hastings Relative Humidity Avg %"
"2022-02-27 04:30:00",3.302,92.7,3.511,59.62,7.432,72.93,1.458,68.91
"2022-02-27 04:40:00",3.246,92.4,3.759,58.49,7.307,72.44,1.647,69.19
"2022-02-27 04:50:00",2.941,92.2,2.978,64.16,7.173,73.33,1.438,68.59
"2022-02-27 05:00:00",2.763,92.7,2.915,61.43,7.319,73.05,1.419,67.53
"2022-02-27 05:10:00",2.535,92.7,3.901,57.33,7.148,74,1.365,66.79
"2022-02-27 05:20:00",2.35,92.9,3.664,57.87,7.32,73.22,1.387,65.47
"2022-02-27 05:30:00",2.13,93.1,3.813,57.85,7.725,73.06,1.22,66.65
"2022-02-27 05:40:00",2.026,93.4,3.091,60.88,7.768,73.59,1.139,66.7
"2022-02-27 05:50:00",1.99,93.3,2.81,61.87,7.799,75.19,1.113,67.55
"2022-02-27 06:00:00",1.897,93.1,3.628,57.28,7.341,77.55,1.075,67.91
"2022-02-27 06:10:00",1.872,93.2,3.475,59.1,6.244,78.33,1.135,68.04
"2022-02-27 06:20:00",1.873,93.5,3.506,57.83,5.804,81.2,1.257,67.64
"2022-02-27 06:30:00",1.819,93.3,2.742,62.22,4.641,82.3,1.41,64.78
"2022-02-27 06:40:00",1.779,93.4,3.043,59.3,5.318,83.6,1.377,64.66
"2022-02-27 06:50:00",1.835,93.7,3.025,59.86,5.471,81.2,1.437,61.65
"2022-02-27 07:00:00",1.965,93.6,3.147,59.2,4.517,80.4,2.055,58.43
"2022-02-27 07:10:00",2.08,93.3,2.955,59.53,4.973,83.1,2.206,59.26
"2022-02-27 07:20:00",2.159,93.1,3.285,59.5,6.286,81.6,2.253,60.51
"2022-02-27 07:30:00",2.231,92.9,3.744,55.86,6.825,80.6,2.078,63.52
"2022-02-27 07:40:00",2.422,92.6,5.039,51.09,7.578,76.21,2.806,63.57
"2022-02-27 07:50:00",2.726,91.9,6.274,50.42,8.31,70.73,3.296,60.21
"2022-02-27 08:00:00",2.884,91,7.901,48.5,8.99,66.35,4.163,53.32
"2022-02-27 08:10:00",3.042,90.6,8.79,45.84,9.6,64,4.293,52.74
"2022-02-27 08:20:00",3.22,90.9,10.58,40.28,10.1,62.32,5.014,49.15
"2022-02-27 08:30:00",3.838,88.9,11.68,38.4,10.71,62.2,6.132,43.57
"2022-02-27 08:40:00",4.053,87.3,12.96,35.61,11.43,60.4,7.421,41.14
"2022-02-27 08:50:00",4.069,87.8,13.2,32.45,11.97,55.78,8.46,38.06
"2022-02-27 09:00:00",4.4,87.3,13.87,29.63,12.27,53.24,10.67,29.42
"2022-02-27 09:10:00",5.178,85,14.25,30.89,12.76,52.16,12.35,27.95
"2022-02-27 09:20:00",5.432,83.1,14.05,33.33,12.86,52.79,12.69,27.5
"2022-02-27 09:30:00",6.279,81.9,13.91,35.62,13.1,51.77,13.25,25.76
"2022-02-27 09:40:00",7.227,78.76,13.7,38.23,13.27,50.67,14.31,21.7
"2022-02-27 09:50:00",8.25,74.01,13.69,34.77,13.57,51.97,15.11,21.15
"2022-02-27 10:00:00",8.86,70.18,14.71,30.99,13.63,51.31,15.62,18.95
"2022-02-27 10:10:00",9.57,65.84,15.21,29.03,13.7,53.97,16.19,18.55
"2022-02-27 10:20:00",11.29,61.76,15.67,28.74,13.66,51.96,16.14,19.22
"2022-02-27 10:30:00",11.6,51.21,15.89,28.66,13.23,55.86,16.48,20.28
"2022-02-27 10:40:00",11.37,55.56,16.35,28.52,13.56,57.39,16.5,20.62
"2022-02-27 10:50:00",12.22,50.49,16.84,29.62,13.44,56.78,16.98,18.76
"2022-02-27 11:00:00",12.93,51.8,16.92,29.67,13.97,55.88,17.45,17.79
"2022-02-27 11:10:00",12.91,53.55,17.55,32.25,14.15,54.31,17.72,22.29
"2022-02-27 11:20:00",13.01,50.83,17.83,31.01,14.54,52.05,17.57,22.49
"2022-02-27 11:30:00",13.75,48.53,18.13,32.13,15.01,49.42,17.74,23.26
"2022-02-27 11:40:00",14.6,43.62,17.29,35.13,15.7,47.29,17.28,23.37
"2022-02-27 11:50:00",15.1,38.21,16.55,37.92,15.71,47.27,17.18,21.12
"2022-02-27 12:00:00",15.32,28.82,16.36,38.96,15.42,47.65,17.49,19.5
"2022-02-27 12:10:00",15.66,28.66,16.53,36.93,15.54,49.29,18.19,18.16
"2022-02-27 12:20:00",16.06,26.07,16.15,38.25,16.13,44.9,19.03,18.95
"2022-02-27 12:30:00",16.25,25.94,16.19,37.62,16.73,43.01,19.74,19.4
"2022-02-27 12:40:00",16.57,26.24,16.59,38.4,17,41.49,19.86,19.69
"2022-02-27 12:50:00",16.7,27.15,16.47,38.3,17.03,39.15,20.24,20.08
"2022-02-27 13:00:00",16.5,27.45,16.57,38.36,17.48,38.19,20.47,20.07
"2022-02-27 13:10:00",16.09,29.04,16.79,37.98,17.39,41.15,20.68,20.48
"2022-02-27 13:20:00",16.08,29.13,17.34,37.55,17.25,40.11,20.59,21.09
"2022-02-27 13:30:00",15.98,29.94,17.2,35.34,16.77,40.75,21.14,22.54
"2022-02-27 13:40:00",15.88,31.53,17.44,35.88,16.3,52.85,21.19,20.79
"2022-02-27 13:50:00",16.12,32.32,17.22,36.5,15.48,55.91,21.2,20.86
"2022-02-27 14:00:00",15.65,32.39,17.67,35.61,15.23,57.48,21.59,19.76
"2022-02-27 14:10:00",15.73,31.92,18.36,34.79,14.78,54.79,21.1,19.7
"2022-02-27 14:20:00",15.89,31.24,18.53,33.62,15.1,51.93,21.32,20.01
"2022-02-27 14:30:00",16.16,31.08,18.48,29.6,15.39,46.96,21.42,22.06
"2022-02-27 14:40:00",16.3,30.92,18.86,30.16,15.28,45.15,21.36,22.45
"2022-02-27 14:50:00",16.09,32.05,18.96,31.49,15.25,43.11,21.4,22.6
"2022-02-27 15:00:00",15.27,36.55,19.12,31.84,15.29,42.07,20.81,22.71
"2022-02-27 15:10:00",15.59,33.09,18.97,30.8,15.29,44.11,20.99,24.51
"2022-02-27 15:20:00",15.18,36.03,19,30.77,15,47.93,20.9,25.03
"2022-02-27 15:30:00",13.9,39.57,19.06,30.58,14.74,45.98,19.75,26.57
"2022-02-27 15:40:00",13.41,40.82,19.31,29.56,14.74,42.75,19.08,27.57
"2022-02-27 15:50:00",13.4,42.31,19.35,30.5,14.67,42.78,18.51,27.63
"2022-02-27 16:00:00",13.45,44.45,19.19,30.45,14.95,46.51,18.31,27.23
"2022-02-27 16:10:00",13.05,44.45,19.07,29.45,14.75,47.91,18.6,26.81
"2022-02-27 16:20:00",12.96,44.17,18.83,28.07,14.47,48.12,18.83,25.57
"2022-02-27 16:30:00",12.65,46.28,18.56,29.02,14.22,56.13,18.96,24.85
"2022-02-27 16:40:00",12.28,47.51,18.2,30.79,13.62,60.64,18.5,24.57
"2022-02-27 16:50:00",12.03,48,17.68,33.16,12.99,64.74,17.84,24.18
"2022-02-27 17:00:00",11.93,54.22,17.09,35.82,12.71,68.03,17.54,24.07
"2022-02-27 17:10:00",11.23,55.9,16.65,37.19,12.28,71.76,17.3,24.18
"2022-02-27 17:20:00",12.01,41.91,16.2,39.02,11.83,75.85,16.8,24.31
"2022-02-27 17:30:00",12.7,36.42,15.69,40.47,11.51,80.7,16.29,24.49
"2022-02-27 17:40:00",11.58,50.96,15.17,42.38,11.05,84,15.85,23.85
"2022-02-27 17:50:00",10.98,48.21,14.29,45.48,10.71,86,15.09,25.79
"2022-02-27 18:00:00",10.43,51.64,13.46,47.5,10.58,86.9,14.1,28.24
"2022-02-27 18:10:00",9.87,51.57,12.45,52.06,10.37,87.2,12.57,36.22
"2022-02-27 18:20:00",9.5,56.77,11.58,53.55,10.22,87.4,11.54,35.1
"2022-02-27 18:30:00",9.14,59.7,11.16,55.52,10.02,85.8,10.99,36.15
"2022-02-27 18:40:00",8.77,58.06,10.23,59.57,9.89,81.2,10.97,37.36
"2022-02-27 18:50:00",8.57,62.93,9.86,59.84,9.85,73.63,10.94,40.33
"2022-02-27 19:00:00",8.39,64.95,9.5,60.45,9.41,71.67,9.76,44.51
"2022-02-27 19:10:00",8.21,64.96,9.11,61.99,9.13,73.68,9.03,48.15
"2022-02-27 19:20:00",7.931,65.25,8.97,61.71,9.16,73.38,8.51,48.41
"2022-02-27 19:30:00",7.816,64.47,8.73,62.3,8.65,76.17,8.09,48.43
"2022-02-27 19:40:00",7.575,66.29,8.73,61.19,8.41,79.7,7.633,49.04
"2022-02-27 19:50:00",7.228,64.43,8.85,60.28,8.52,80.7,7.259,49.5
"2022-02-27 20:00:00",6.853,65.58,8.94,59.74,8.55,80.5,6.928,53.42
"2022-02-27 20:10:00",6.564,67.19,8.48,62.03,8.35,81.7,6.717,53.76
"2022-02-27 20:20:00",6.435,67.25,8.48,61.27,8.31,81.3,6.596,56.29
"2022-02-27 20:30:00",6.174,69.78,8.48,60.84,8.26,80.6,6.386,55.15
"2022-02-27 20:40:00",6.131,68.02,8.49,60.66,8.04,81.2,6.135,58.86
"2022-02-27 20:50:00",5.864,69.48,7.75,64,7.726,83.3,5.911,54.58
"2022-02-27 21:00:00",5.602,70.4,7.786,63.41,8,85.8,5.603,57.02
"2022-02-27 21:10:00",5.347,70.5,8.09,61.94,7.561,87.3,5.367,56.67
"2022-02-27 21:20:00",5.122,71.79,8.35,61.77,6.938,89.2,5.282,59.75
"2022-02-27 21:30:00",4.885,72.54,8.48,61.37,7.325,90.1,5.141,60.73
"2022-02-27 21:40:00",4.599,73.92,8.1,62.86,7.631,90.2,5.084,59.75
"2022-02-27 21:50:00",4.456,75.03,7.874,63.54,8.25,89.6,4.945,59.09
"2022-02-27 22:00:00",4.31,75.85,7.944,63.89,7.98,87,4.875,59.56
"2022-02-27 22:10:00",4.178,75.85,7.674,64.6,7.12,83.9,4.843,62.37
"2022-02-27 22:20:00",4.078,76.34,7.388,66.46,7.2,85.6,4.793,63.32
"2022-02-27 22:30:00",3.882,77.9,7.171,67.93,7.63,83.9,4.753,62.35
"2022-02-27 22:40:00",3.579,78.44,7.073,68.35,7.122,81.8,4.595,62.05
"2022-02-27 22:50:00",3.441,79.19,6.951,68.53,6.855,82.6,4.694,63.06
"2022-02-27 23:00:00",3.32,80,6.722,69.17,6.914,82.8,4.809,65.19
"2022-02-27 23:10:00",3.209,80.4,6.907,68.09,5.801,83.6,4.806,66.38
"2022-02-27 23:20:00",3.185,80,6.743,68.53,5.72,86,4.723,68.98
"2022-02-27 23:30:00",3.01,80.6,6.838,67.78,6.271,86.8,4.772,69.61
"2022-02-27 23:40:00",2.838,81.3,6.705,67.95,6.577,87.5,4.702,67.12
"2022-02-27 23:50:00",2.735,81.7,6.424,68.95,6.232,87.7,4.532,68.3
"2022-02-28 00:00:00",2.57,82.3,6.098,70.08,6.183,89.1,4.546,67.93
"2022-02-28 00:10:00",2.481,82.8,6.141,69.07,6.083,89.5,4.688,68.17
"2022-02-28 00:20:00",2.449,83.1,6.345,68.62,5.993,90.1,4.847,67.49
"2022-02-28 00:30:00",2.397,83,6.413,69.15,5.506,89.6,5.038,69.65
"2022-02-28 00:40:00",2.343,83.3,6.109,70,5.055,89.9,5.006,69.07
"2022-02-28 00:50:00",2.273,83.4,5.778,71.53,5.164,90.3,4.883,71.3
"2022-02-28 01:00:00",2.097,84.4,5.958,70.9,5.17,89.6,4.809,70.51
"2022-02-28 01:10:00",1.983,84.7,6.003,70.36,4.993,89.7,4.931,70.67
"2022-02-28 01:20:00",1.894,85.3,6.558,67.33,5.465,89.7,4.942,69.87
"2022-02-28 01:30:00",1.839,85.7,6.683,66.93,4.614,89.7,4.78,70.26
"2022-02-28 01:40:00",1.805,85.5,6.508,67.28,5.018,90.6,5.01,70.58
"2022-02-28 01:50:00",1.72,85.7,6.843,64.69,5.434,90.5,5.026,71.07
"2022-02-28 02:00:00",1.573,86.2,7.334,62.13,4.61,90.1,4.921,70.99
"2022-02-28 02:10:00",1.407,86.8,6.981,63.81,4.919,91.1,4.876,70.97
"2022-02-28 02:20:00",1.326,87.2,6.726,64.37,4.907,91,4.74,71.74
"2022-02-28 02:30:00",1.25,87.6,6.99,62.53,4.727,91.3,5.077,71.5
"2022-02-28 02:40:00",1.2,87.6,6.856,63.33,5.086,91.6,5.272,70.87
"2022-02-28 02:50:00",1.173,87.5,6.66,63.85,4.758,91.4,6.166,66.95
"2022-02-28 03:00:00",1.116,87.9,6.333,64.23,4.371,91,6.531,65.46
"2022-02-28 03:10:00",1.153,87.5,6.427,64.12,4.471,92.2,5.927,68.27
"2022-02-28 03:20:00",1.092,87.6,6.396,63.06,4.364,91.3,5.794,69.99
"2022-02-28 03:30:00",1.049,88,7.085,60.88,4.204,91.7,5.661,71.15
"2022-02-28 03:40:00",0.923,88.4,7.251,60.04,4.726,91.8,5.433,70.97
"2022-02-28 03:50:00",0.879,88.5,6.608,62.82,4.564,91.8,6.099,68.18
"2022-02-28 04:00:00",0.771,88.9,6.642,63.43,4.143,92,7.459,61.5
"2022-02-28 04:10:00",0.684,89.5,6.551,64.89,4.618,92.7,6.853,66.09
"2022-02-28 04:20:00",0.623,89.9,6.307,65.56,4.799,92.9,6.185,69.01
"2022-02-28 04:30:00",0.683,89.6,6.228,66.16,5.125,91.5,6.741,64.3
"2022-02-28 04:40:00",0.619,89.9,6.504,65.49,5.675,86.8,7.809,58.25
"2022-02-28 04:50:00",0.626,89.5,5.965,66.9,5.524,83,8.02,57.75
"2022-02-28 05:00:00",0.585,89.1,6.376,64.64,5.97,76.81,7.49,60.9
"2022-02-28 05:10:00",0.431,89.6,6.752,63.23,6.294,72.91,6.985,62.66
"2022-02-28 05:20:00",0.339,90.3,6.522,64.1,6.079,75.11,6.315,66.02
"2022-02-28 05:30:00",0.315,90.4,6.297,65.04,6.441,79.18,5.656,68.95
"2022-02-28 05:40:00",0.256,90.4,5.809,67.68,6.597,78.76,5.638,69.26
"2022-02-28 05:50:00",0.168,91,6.041,65.34,6.543,80,6.42,64.61
"2022-02-28 06:00:00",0.146,91.1,6.414,63.77,6.299,79.67,7.868,58.96
"2022-02-28 06:10:00",0.108,90.8,6.432,63.87,6.318,75.35,7.687,59.11
"2022-02-28 06:20:00",0.049,91.2,6.255,64.52,6.016,72.05,7.825,58.38
"2022-02-28 06:30:00",0.034,91.4,6.058,64.69,6.285,70.45,6.178,65.7
"2022-02-28 06:40:00",0.036,91.3,6.321,63.9,5.555,71.08,5.787,67.08
"2022-02-28 06:50:00",0.105,91.4,6.317,64.98,4.962,74.48,5.859,68.38
"2022-02-28 07:00:00",0.319,90.9,5.914,66.54,4.63,76.87,5.419,70.63
"2022-02-28 07:10:00",0.558,90.2,6.028,67,4.988,78.64,5.114,72.08
"2022-02-28 07:20:00",0.813,89.5,6.31,66.95,5.84,82.3,4.936,73.33
"2022-02-28 07:30:00",0.996,88.5,7.06,63.45,6.648,82.6,4.989,73.84
"2022-02-28 07:40:00",1.195,87.9,8.29,61.24,7.616,80.2,5.017,74.92
"2022-02-28 07:50:00",1.367,87,9.95,59.61,7.867,77.25,5.285,75.18
"2022-02-28 08:00:00",1.594,86.1,11.46,56.79,8.44,74.41,6.186,70.77
"2022-02-28 08:10:00",1.955,85.3,13.04,53.21,9.26,67.54,6.763,68.17
"2022-02-28 08:20:00",2.241,84.1,14.56,50.51,9.73,63.77,8.39,61.77
"2022-02-28 08:30:00",2.132,84.1,15.93,45.05,10.08,63.12,8.78,61.57
"2022-02-28 08:40:00",2.105,84.8,17.17,39.81,10.6,62.23,9.55,57.38
"2022-02-28 08:50:00",2.241,85.3,17.23,36.44,11.19,58.28,10.57,53.28
"2022-02-28 09:00:00",2.531,85.5,16.68,37.61,11.84,55.44,11.38,51.7
"2022-02-28 09:10:00",3.164,85.1,17.12,37.23,12.81,56.07,12.9,49.84
"2022-02-28 09:20:00",4.246,84.5,18.05,35.14,12.76,58.23,14.69,40.91
"2022-02-28 09:30:00",5.47,79.68,17.98,34.87,13.12,56.37,16.32,32.73
"2022-02-28 09:40:00",7.123,70.95,17.58,35.48,13.12,56.74,16.79,33.76
"2022-02-28 09:50:00",8.38,67.89,18.2,34.12,14,55.14,16.9,33.47
"2022-02-28 10:00:00",10.25,62.33,19.31,31.79,13.18,58.84,17.06,33.19
"2022-02-28 10:10:00",11.1,62.08,19.66,33.34,13.82,58.13,17.75,33.23
"2022-02-28 10:20:00",12.05,59.18,19.39,32.54,14.19,62.47,18.33,33.28
"2022-02-28 10:30:00",12.77,57.39,19.34,32.77,13.78,63.97,18.21,32.9
"2022-02-28 10:40:00",13.53,54.96,19.02,33.85,13.42,63.7,18.65,32.82
"2022-02-28 10:50:00",13.88,54.17,18.82,36.69,13.35,64.48,19.21,31.59
"2022-02-28 11:00:00",14.55,52.68,19.31,38.29,13.5,62.1,19.36,30.4
"2022-02-28 11:10:00",15.24,51.56,19.96,35.16,13.35,60.9,19.49,29.29
"2022-02-28 11:20:00",15.39,52.52,18.96,38.77,13.83,55.73,20.07,29.87
"2022-02-28 11:30:00",16.1,47.89,19.46,39.2,14.36,51.21,20.53,28.25
"2022-02-28 11:40:00",16.82,47.51,18.32,41.32,14.9,50.27,20.81,27.49
"2022-02-28 11:50:00",17.26,44.82,18.37,41.85,14.86,51.56,20.9,26.23
"2022-02-28 12:00:00",17.4,48.78,19.65,38.55,14.28,56.12,21.4,27.07
"2022-02-28 12:10:00",17.68,45.92,19.78,37.53,13.63,59.18,21.99,26.15
"2022-02-28 12:20:00",18.54,37.64,21.57,35.85,14.52,57.86,22.47,23.25
"2022-02-28 12:30:00",18.96,36.15,21.54,34.61,14.28,59.73,22.78,20.73
"2022-02-28 12:40:00",19.12,34.77,20.89,36.3,14.85,61.62,23.14,20.9
"2022-02-28 12:50:00",19.12,35.09,20.87,35.05,14.1,64.85,22.9,20.86
"2022-02-28 13:00:00",19.48,34.93,21.39,34.62,14.09,64.23,23.23,21.33
"2022-02-28 13:10:00",19.7,34.6,21.72,34.28,14.33,60.06,23.06,21.18
"2022-02-28 13:20:00",19.88,33.9,22.2,33.16,14.89,56.45,23.1,21.01
"2022-02-28 13:30:00",19.8,34.3,22.23,33.34,15.15,52.82,23.37,21.41
"2022-02-28 13:40:00",19.9,36.34,21.64,34.31,15.66,51.64,23.49,22.24
"2022-02-28 13:50:00",19.51,35.97,21.22,35.23,14.58,65.42,23.76,21.27
"2022-02-28 14:00:00",19.55,35.95,21.61,34.93,14.09,65.39,23.38,22.62
"2022-02-28 14:10:00",19.55,36.9,21.55,35.17,13.99,67.65,24,22.06
"2022-02-28 14:20:00",19.5,39.19,21.74,34.2,13.69,71.62,23.85,19.78
"2022-02-28 14:30:00",19.32,40.7,21.96,33.71,13.72,72.48,23.23,21.84
"2022-02-28 14:40:00",18.67,42.52,22.11,33.11,14.04,72.48,23.22,21.57
"2022-02-28 14:50:00",18.45,43.95,21.79,31.89,13.79,73.8,23.04,22.22
"2022-02-28 15:00:00",18.45,44.37,21.81,32.13,13.77,74.37,22.96,22.29
"2022-02-28 15:10:00",18.55,44.43,21.53,31.59,13.71,75.07,23.85,22.01
"2022-02-28 15:20:00",18.38,46.18,21.78,32.41,13.96,75.61,23.23,22.08
"2022-02-28 15:30:00",17.94,47.24,21.54,33.16,13.82,76.87,23.29,22.53
"2022-02-28 15:40:00",17.85,47.41,21.52,32.73,13.52,79.43,23.41,22.88
"2022-02-28 15:50:00",17.8,47.73,21.36,32.8,13.61,80.8,22.99,23.18
"2022-02-28 16:00:00",17.74,46.5,21.09,34.89,13.4,81.6,22.91,23.37
"2022-02-28 16:10:00",17.32,48.64,20.57,36.01,12.91,84.4,23.04,23.45
"2022-02-28 16:20:00",16.42,53.19,20.17,36.97,13.02,85.1,23.1,24.72
"2022-02-28 16:30:00",15.85,54.84,19.55,38.2,12.84,85.8,23.06,26.23
"2022-02-28 16:40:00",15.44,55.67,19.59,38.27,12.76,87.1,22.39,28.18
"2022-02-28 16:50:00",15.18,55.48,19.82,37.22,12.55,87.6,21.82,28.2
"2022-02-28 17:00:00",15.55,50.55,19.69,38.09,11.55,90.2,21.03,29.67
"2022-02-28 17:10:00",15.53,48.32,19.23,39.54,11.13,92.8,19.96,31.89
"2022-02-28 17:20:00",15.01,49.74,18.61,41.32,10.87,93.9,18.96,32.56
"2022-02-28 17:30:00",14.63,53.67,18.25,42.25,10.7,94.6,18.17,33.23
"2022-02-28 17:40:00",13.44,60.68,17.71,44.89,10.5,95.3,17.86,33.84
"2022-02-28 17:50:00",12.34,67.25,16.97,46.41,10.34,95.9,16.95,35.67
"2022-02-28 18:00:00",11.75,68.98,15.69,51.37,10.27,96.4,16.26,36.05
"2022-02-28 18:10:00",11.37,70.07,14.54,54.86,10.13,96.9,15.34,37.85
"2022-02-28 18:20:00",11.01,70.29,13.72,57.29,10.1,97.3,14.15,41.79
"2022-02-28 18:30:00",10.7,71.98,12.93,60.04,10.1,97.5,13.73,44.61
"2022-02-28 18:40:00",10.31,72.98,12.1,63.33,10.05,97.7,13.18,47.01
"2022-02-28 18:50:00",10,74.08,11.43,65.4,9.89,97.9,12.55,49.59
"2022-02-28 19:00:00",9.81,75.1,11.15,64.53,9.75,98.2,11.89,51.56
"2022-02-28 19:10:00",9.36,77.33,11.11,64.77,9.82,98.5,10.87,54.37
"2022-02-28 19:20:00",9.11,78.02,10.67,66.06,9.77,98.6,10.39,56.84
"2022-02-28 19:30:00",8.8,79.15,10.24,67.42,9.73,98.8,9.79,56.87
"2022-02-28 19:40:00",8.54,79.71,10.02,67.79,9.72,99,9.48,59.26
"2022-02-28 19:50:00",8.62,78.39,9.85,68.05,9.69,99.1,9.18,61.31
"2022-02-28 20:00:00",8.33,79.47,9.72,68.45,9.68,99.2,8.81,62.55
"2022-02-28 20:10:00",8.06,80.5,9.52,68.81,9.75,99.4,8.53,64.26
"2022-02-28 20:20:00",7.756,81.4,9.44,70.34,9.78,99.4,8.3,64.48
"2022-02-28 20:30:00",7.55,82.2,9.41,69.79,9.79,99.5,8.01,67.42
"2022-02-28 20:40:00",7.302,83.3,9.42,70.03,9.91,99.6,7.851,65.38
"2022-02-28 20:50:00",7.161,83.4,9.29,70.41,10.01,99.7,7.678,67.25
"2022-02-28 21:00:00",7.043,83.8,9.37,70.36,9.98,99.7,7.468,66.81
"2022-02-28 21:10:00",6.993,84,9.29,70.72,9.86,99.7,7.426,69.63
"2022-02-28 21:20:00",6.827,84.3,9.32,70.66,9.64,99.7,7.422,69.96
"2022-02-28 21:30:00",6.773,83.9,9.17,72.1,9.55,99.7,7.196,70.19
"2022-02-28 21:40:00",6.59,84.3,8.83,73.04,9.55,99.8,6.964,69.86
"2022-02-28 21:50:00",6.536,84.3,8.9,72.67,9.57,99.9,6.828,70.81
"2022-02-28 22:00:00",6.422,84.8,8.89,72.49,9.61,99.9,6.698,71.43
"2022-02-28 22:10:00",6.386,84.6,8.7,72.64,9.62,99.9,6.632,71.67
"2022-02-28 22:20:00",6.359,84.5,8.73,71.92,9.68,99.9,6.468,72.11
"2022-02-28 22:30:00",6.284,84.4,8.75,71.5,9.66,99.9,6.541,72.37
"2022-02-28 22:40:00",6.165,85,8.64,71.59,9.62,99.9,6.449,73
"2022-02-28 22:50:00",6.028,85.6,8.68,70.39,9.49,99.9,6.417,73.45
"2022-02-28 23:00:00",5.935,85.8,8.95,68.22,9.4,99.9,6.384,73.15
"2022-02-28 23:10:00",5.816,86,8.53,69.38,9.29,99.9,6.164,74.67
"2022-02-28 23:20:00",5.762,85.8,8.62,66.73,9.23,99.9,6.045,75.08
"2022-02-28 23:30:00",5.633,86,8.45,64.68,9.12,99.9,5.782,76.2
"2022-02-28 23:40:00",5.459,86.9,8.25,63.37,9.02,99.9,5.78,76.08
"2022-02-28 23:50:00",5.391,86.9,8.21,62.69,9.01,99.9,5.694,75.59
"2022-03-01 00:00:00",5.254,86.9,8.09,60.94,9.02,99.9,5.554,75.7
"2022-03-01 00:10:00",5.123,87,7.858,61.71,8.96,99.9,5.545,75.99
"2022-03-01 00:20:00",4.939,88,7.67,61.64,8.94,99.9,5.532,75.42
"2022-03-01 00:30:00",4.766,88.8,7.569,61.55,8.86,99.9,5.482,75.85
"2022-03-01 00:40:00",4.642,89.1,7.61,62.34,8.78,99.9,5.384,75.75
"2022-03-01 00:50:00",4.591,89.5,7.561,60.4,8.65,99.9,5.32,75.69
"2022-03-01 01:00:00",4.489,89.7,7.992,57.84,8.58,99.9,5.304,75.47
"2022-03-01 01:10:00",4.465,89.8,7.645,55.67,8.48,99.9,5.316,75.34
"2022-03-01 01:20:00",4.41,89.6,7.901,53.67,8.39,99.9,5.407,75.1
"2022-03-01 01:30:00",4.303,90,7.772,55.63,8.32,99.9,5.2,75.97
"2022-03-01 01:40:00",4.238,90.1,7.565,55.18,8.23,99.9,5.09,76.91
"2022-03-01 01:50:00",4.168,90.1,7.235,53.87,8.12,99.9,5.113,77.38
"2022-03-01 02:00:00",4.123,90.1,7.29,52.36,8.08,99.9,4.946,77.52
"2022-03-01 02:10:00",4.007,90.2,7.438,50.09,8.08,99.9,4.813,77.9
"2022-03-01 02:20:00",4.015,90.6,7.639,49.86,8.08,99.9,4.792,77.82
"2022-03-01 02:30:00",3.938,90.6,7.733,49.12,7.999,99.9,4.656,77.84
"2022-03-01 02:40:00",3.871,90.5,8.14,48.11,7.922,99.9,4.679,77.84
"2022-03-01 02:50:00",3.734,90.8,8.96,47.79,7.934,99.9,4.698,77.84
"2022-03-01 03:00:00",3.56,91.2,9.42,45.86,7.784,99.9,4.687,77.77
"2022-03-01 03:10:00",3.47,91.6,9.36,45.04,7.825,99.9,4.63,77.99
"2022-03-01 03:20:00",3.428,92.2,9.91,46.71,8.01,99.9,4.719,78.17
"2022-03-01 03:30:00",3.434,92.1,9.16,48.79,8.16,99.9,4.608,78.71
"2022-03-01 03:40:00",3.482,91.8,8.9,48.85,8.05,99.9,4.495,79.04
"2022-03-01 03:50:00",3.504,91.4,8.74,50.3,7.897,99.9,4.517,78.8
"2022-03-01 04:00:00",3.484,91.4,7.977,54.77,7.893,99.9,4.452,78.81
"2022-03-01 04:10:00",3.476,91.2,8.3,53.98,7.708,99.9,4.275,79.52
"2022-03-01 04:20:00",3.47,91.3,8.95,50.86,7.333,99.9,4.257,79.68
"2022-03-01 04:30:00",3.437,91.1,9.1,51.49,6.96,99.9,4.234,79.54
"2022-03-01 04:40:00",3.412,91.3,8.91,53.02,6.172,99.9,4.23,79.16
"2022-03-01 04:50:00",3.362,91.6,8.73,53.93,6.235,99.9,4.266,78.72
"2022-03-01 05:00:00",3.352,91.5,7.862,57.85,6.453,99.9,4.098,78.67
"2022-03-01 05:10:00",3.31,91.5,8.1,56.34,6.355,99.9,4.093,78.67
"2022-03-01 05:20:00",3.261,91.7,8.22,55.3,6.467,99.9,4.125,78.33
"2022-03-01 05:30:00",3.243,91.7,8.29,55.09,6.17,99.9,4.194,77.46
"2022-03-01 05:40:00",3.167,91.8,7.912,57.12,6.646,99.9,4.379,75.97
"2022-03-01 05:50:00",3.147,91.9,7.779,57.27,7.054,99.9,4.261,75.98
"2022-03-01 06:00:00",3.072,91.9,7.342,59.7,7.355,99.9,4.224,75.74
"2022-03-01 06:10:00",3.103,92,7.444,57.54,7.518,99.9,4.118,75.02
"2022-03-01 06:20:00",3.115,91.9,8.52,53.85,7.76,99.9,4.039,74.47
"2022-03-01 06:30:00",3.072,91.5,8.29,55.06,7.736,99.9,4.1,73.44
"2022-03-01 06:40:00",3.003,91.8,8.4,54.99,7.7,99.9,4.354,71.89
